word phonetic
eventually [i'ventʃuәli]
ever ['evә]
ever-changing ['evərtʃ'eɪndʒɪŋ]
ever-present ['evә,prezәnt]
evergreen ['evәgri:n]
everlasting [.evә'læstiŋ]
every ['evri]
everybody ['evribɒdi]
everyday ['evri'dei]
everyone ['evriwʌn]
everything ['evriθiŋ]
everywhere ['evrihwєә]
evict [i'vikt]
eviction [i'vikʃәn]
evidence ['evidәns]
evident ['evidәnt]
evidently ['evidәntli]
evil ['i:vl]
evince [i'vins]
evocation [.evә'keiʃәn]
evocative [i'vɒkәtiv]
evoke [i'vәuk]
evolution [.i:vә'lu:ʃәn]
evolutionary [,i:vә'lu:ʃәnәri]
evolve [i'vɒlv]
ex-husband ['eksh'ʌzbənd]
ex-wife ['ekswaɪf]
exacerbate [ek'sæsәbeit]
exact [ig'zækt]
exacting [ig'zæktiŋ]
exactly [i^'zæktli]
exaggerate [ig'zædʒәreit]
exaggerated [ig'zædʒәreitid]
exaggeration [ig.zædʒә'reiʃәn]
exalt [ig'zɒ:lt]
exalted [ig'zɒ:ltid]
exam [ig'zæm]
examination [ig.zæmi'neiʃәn]
examine [ig'zæmin]
examiner [ig'zæminә]
example [ig'zæmpl]
exasperate [ig'zæspәreit]
exasperated [ɪgˈzæspəreɪtɪd]
exasperation [ig.zæspә'reiʃәn]
excavate ['ekskәveit]
excavation [.ekskә'veiʃәn]
exceed [ik'si:d]
exceedingly [ik'si:diŋli]
excel [ik'sel]
excellence ['ekslәns]
excellent ['ekslәnt]
except [ik'sept]
exception [ik'sepʃәn]
exceptional [ik'sepʃәnәl]
excerpt ['eksә:pt]
excess [ik'ses]
excessive [ik'sesiv]
excessively [ik'sesivli]
exchange [iks'tʃeindʒ]
excise [ek'saiz]
excision [ek'siʒәn]
excite [ik'sait]
excited [ik'saitid]
excitedly [ik'saitidli]
excitement [ik'saitmәnt]
exciting [ik'saitiŋ]
exclaim [iks'kleim]
exclamation [.eksklә'meiʃәn]
exclude [iks'klu:d]
exclusion [ik'sklu:ʒәn]
exclusionary [ɪkˈsklu:ʒənri]
exclusive [ik'sklu:siv]
exclusively [ik'sklu:sivli]
exclusivity [,eksklu:'siviti]
excruciating [iks'kru:ʃieitiŋ]
excursion [ik'skә:ʒәn]
excuse [ik'skju:z]
exec [i^'zek]
execute ['eksikju:t]
execution [.eksi'kju:ʃәn]
executioner [.eksi'kju:ʃәnә]
executive [ig'zekjutiv]
exemplary [ig'zemplәri]
exemplify [ig'zemplifai]
exempt [ig'zempt]
exemption [ig'zempʃәn]
exercise ['eksәsaiz]
exert [ig'zә:t]
exertion [ig'zә:ʃәn]
exhale [eks'heil]
exhaust [ig'zɒ:st]
exhausted [iɡ'zɔ:stid]
exhausting [i^'zɔ:stiŋ]
exhaustion [ig'zɒ:stʃәn]
exhaustive [ig'zɒ:stiv]
exhibit [ig'zibit]
exhibition [.eksi'biʃәn]
exhibitor [i^'zibitә(r)]
exhilarating [ig'zilәreitiŋ]
exhilaration [ig.zilә'reiʃәn]
exhort [ig'zɒ:t]
exhortation [.egzɒ:'teiʃәn]
exile ['eksail]
exist [ig'zist]
existence [ig'zistәns]
existential [.egzis'tenʃәl]
existing [i^'zistiŋ]
exit ['eksit]
exodus ['eksәdәs]
exonerate [ig'zɒnәreit]
exorbitant [ig'zɒ:bitәnt]
exotic [ig'zɒtik]
expand [ik'spænd]
expanded [ik'spendid]
expanding [iks'pændiŋ]
expanse [ik'spæns]
expansion [ik'spænʃәn]
expansive [ik'spænsiv]
expatriate [eks'peitrieit]
expect [iks'pekt]
expectancy [ik'spektәnsi]
expectant [iks'pektәnt]
expectation [.ekspek'teiʃәn]
expedite ['ekspidait]
expedition [.ekspi'diʃәn]
expel [ik'spel]
expend [ik'spend]
expendable [iks'pendәbl]
expenditure [ik'spenditʃә]
expense [ik'spens]
expensive [ik'spensiv]
experience [ik'spiәriәns]
experienced [ik'spiәriәnst]
experiential [ik.spiәri'enʃәl]
experiment [ik'sperimәnt]
experimental [ik.speri'mentәl]
experimentally [ik.speri'mentli]
experimentation [eks,perimen'teiʃәn]
expert ['ekspә:t]
expertise [.ekspә:'ti:z]
expiration [.ekspi'reiʃәn]
expire [ik'spaiә]
explain [ik'splein]
explanation [.eksplә'neiʃәn]
explanatory [ik'splænәtәri]
expletive [eks'pli:tiv]
explicit [ik'splisit]
explode [ik'splәud]
exploit ['eksplɒit]
exploitation [.eksplɒi'teiʃәn]
exploited [iksˈplɔitid]
exploration [.eksplә'reiʃәn]
exploratory [iks'plɔ:rәtәri]
explore [ik'splɒ:]
explorer [ik'splɒ:rә]
explosion [ik'splәuʒәn]
explosive [ik'splәusiv]
exponential [.ekspәu'nenʃәl]
exponentially [ˌekspə'nenʃəlɪ]
export [ik'spɒ:t]
exporter [ik'spɒ:tә]
expose [ik'spәuz]
exposed [ik'spәuzd]
exposition [.ekspә'ziʃәn]
exposure [ik'spәuʒә]
expound [ik'spaund]
express [ik'spres]
expressed [iksˈprest]
expression [ik'spreʃәn]
expressionless [ik'spreʃәnlis]
expressive [ik'spresiv]
expressly [ik'spresli]
expulsion [ik'spʌlʃәn]
exquisite ['ekskwizit]
exquisitely ['ekskwizitli]
extant [ek'stænt]
extend [ik'stend]
extended [ik'stendid]
extension [ik'stenʃәn]
extensive [ik'stensiv]
extent [ik'stent]
exterior [ik'stiәriә]
exterminate [ik'stә:mineit]
extermination [ik.stә:mi'neiʃәn]
external [ik'stә:nl]
externality [.ekstә:'næliti]
externalize [ik'stә:nәlaiz]
extinct [ik'stiŋkt]
extinction [ik'stiŋkʃәn]
extinguish [ik'stiŋgwiʃ]
extinguisher [ik'stiŋ^wiʃә(r)]
extol [ik'stәul]
extortion [ik'stɒ:ʃәn]
extra ['ekstrә]
extract [ik'strækt]
extraction [ik'strækʃәn]
extracurricular [.ekstrәkә'rikjulә]
extradition [.ekstrә'diʃәn]
extramarital [.ekstrә'mæritl]
extraneous [ek'streiniәs]
extraordinarily [ik'strɔ:dθnәrili]
extraordinary [ik'strɒ:dәnәri]
extrapolate [ek'stræpәleit]
extraterrestrial [,ekstrәtә'restriәl]
extravagance [ik'strævәgәns]
extravagant [ik'strævgәnt]
extravaganza [eks,trævә'^ænzә]
extreme [ik'stri:m]
extremely [ik'stri:mli]
extremism [ik'stri:mizm]
extremist [iks'tri:mist]
extremity [ik'stremiti]
extricate ['ekstrikeit]
extrinsic [ek'strinsik]
exuberance [ig'zju:bәrәns]
exuberant [ig'zju:bәrәnt]
exude [ig'zju:d]
eye [ai]
eyeball ['aibɒ:l]
eyebrow ['aibrau]
eyeglass ['aiglæs]
eyelash ['ailæʃ]
eyelid ['ailid]
eyepiece ['aipi:s]
eyesight ['aisait]
eyewitness [ai'witnis]
fab [fæb]
fable ['feibl]
fabled ['feibld]
fabric ['fæbrik]
fabricate ['fæbrikeit]
fabrication [.fæbri'keiʃәn]
fabulous ['fæbjulәs]
facade [fә'sɑ:d]
face [feis]
face-lift ['feɪsl'ɪft]
faceless ['feislis]
facet ['fæsit]
facial ['feiʃәl]
facilitate [fә'siliteit]
facilitator [fә'siliteitә]
facility [fә'siliti]
facsimile [fæk'simili]
fact [fækt]
faction ['fækʃәn]
factor ['fæktә]
factory ['fæktәri]
factual ['fæktʃuәl]
faculty ['fækәlti]
fad [fæd]
fade [feid]
faded ['feidid]
fading ['feidiŋ]
fail [feil]
failing ['feiliŋ]
failure ['feiljә]
faint [feint]
faintly ['feintli]
fair [fєә]
fairly ['fєәli]
fairness ['fєәnis]
fairway ['fєәwei]
fairy ['fєәri]
faith [feiθ]
faithful ['feiθful]
faithfully ['feiθfuli]
fake [feik]
falcon ['fɒ:lkәn]
fall [fɒ:l]
fallacy ['fælәsi]
fallen ['fɒ:lәn]
falling ['fɒ:liŋ]
fallout ['fɒ:laut]
fallow ['fælәu]
falsehood ['fɒ:lshud]
falsely ['fɒ:lsli]
falsify ['fɒ:lsifai]
falter ['fɒ:ltә]
faltering ['fɒ:ltәriŋ]
fame [feim]
famed [feimd]
familial [fә'miljәl]
familiar [fә'miljә]
familiarity [fә.mili'æriti]
familiarize [fә'miljәraiz]
family ['fæmәli]
famine ['fæmin]
famous ['feimәs]
famously ['feimәsli]
fan [fæn]
fanatic [fә'nætik]
fanatical [fә'nætikәl]
fanaticism [fә'nætisizm]
fanciful ['fænsiful]
fancy ['fænsi]
fanfare ['fænfєә]
fang ['fæŋ]
fantasize ['fæntәsaiz]
fantastic [fæn'tæstik]
fantasy ['fæntәsi]
far [fɑ:]
far-fetched [ˈfɑ:ˈfetʃt]
far-off ['fɑ:r'ɔf]
faraway ['fɑ:rәwei]
farce [fɑ:s]
fare [fєә]
farewell ['fєә'wel]
farm [fɑ:m]
farmer ['fɑ:mә]
farmhouse ['fɑ:mhaus]
farming ['fɑ:miŋ]
farmland ['fɑ:mlænd]
fart [fɑ:t]
fascinate ['fæsineit]
fascinating ['fæsineitiŋ]
fascination [.fæsi'neiʃәn]
fascism ['fæʃizm]
fascist ['fæʃist]
fashion ['fæʃәn]
fashionable ['fæʃәnәbl]
fast [fɑ:st]
fast-growing ['fɑ:stɡr'əʊɪŋ]
fast-moving ['fɑ:stm'u:vɪŋ]
fast-paced ['fɑ:stp'eɪst]
fastball ['fɑ:stbɔ:l]
fasten ['fɑ:sәn]
fastener ['fɑ:sәnә]
fat [fæt]
fat-free "[fæt fri:]"
fatal ['feitәl]
fatality [fә'tæliti]
fatally ['feitәli]
fate [feit]
fateful ['feitful]
father ['fɑ:ðә]
father-in-law ['fɑ:ðәrinlɔ:]
fatherhood ['fɑ:ðәhud]
fathom ['fæðәm]
fatigue [fә'ti:g]
fatten ['fætn]
fatty ['fæti]
faucet ['fɒ:sit]
fault [fɒ:lt]
faulty ['fɒ:lti]
fauna ['fɒ:nә]
favor ['feivә]
favorable ['feivәrәbl]
favorably ['feivәrәbli]
favored ['feivәd]
favorite ['feivәrit]
favoritism ['feivәritizm]
fawn [fɒ:n]
fear [fiә]
feared [fiəd]
fearful ['fiәful]
fearless ['fiәlis]
fearsome ['fiәsәm]
feasibility [.fi:zә'biliti]
feasible ['fi:zәbl]
feast [fi:st]
feat [fi:t]
feather ['feðә]
feathered ['feðәd]
feathery ['feðәri]
feature ['fi:tʃә]
featured ['fi:tʃәd]
fecal ['fi:kәl]
feces ['fi:'si:z]
fed [fed]
federal ['fedәrәl]
federalism ['fedәrәliz(ә)m]
federally ['fedәrәli]
federation [fedә'reiʃәn]
fee [fi:]
feeble [fi:bl]
feed [fi:d]
feedback ['fi:dbæk]
feeder ['fi:dә]
feeding ['fi:diŋ]
feel [fi:l]
feel-good "[fi:l ɡud]"
feeling ['fi:liŋ]
feign [fein]
feisty ['faisti]
fell [fel]
fella [felә]
fellow ['felәu]
fellowship ['felәuʃip]
felon ['felәn]
felony ['felәni]
felt [felt]
female ['fi:meil]
feminine ['feminin]
femininity [.femi'niniti]
feminism ['feminizm]
feminist ['feminist]
femur ['fi:mә]
fence [fens]
fencing ['fensiŋ]
fend [fend]
fender ['fendә]
fennel ['fenәl]
feral ['fiәrәl]
ferment ['fә:ment]
fern [fә:n]
ferocious [fә'rәuʃәs]
ferocity [fә'rɒsiti]
ferry ['feri]
fertile ['fә:tail]
fertility [fә'tiliti]
fertilization [.fә:tilai'zeiʃәn]
fertilize ['fә:tilaiz]
fertilizer ['fә:tilaizә]
fervent ['fә:vәnt]
fervently ['fɜ:vəntlɪ]
fervor ['fә:vә]
festival ['festәvәl]
festive ['festiv]
festivity [fes'tiviti]
festoon [fes'tu:n]
fetal ['fi:tәl]
fetch [fetʃ]
fetish ['fi:tiʃ]
fetus ['fi:tәs]
feud [fju:d]
feudal ['fju:dәl]
fever ['fi:vә]
feverish ['fi:vәriʃ]
feverishly ['fi:vәriʃli]
few [fju:]
fewer ['fju:ә]
fiance [fi'ɒnsei]
fiancee [fi'ɒnsei]
fiasco [fi'æskәu]
fiat ['faiæt]
fiber ['faibә]
fiberglass ['faibә^lɑ:s]
fibrosis [fai'brәusis]
fibrous ['faibrәs]
fickle ['fikl]
fiction ['fikʃәn]
fictional ['fikʃәnl]
fictitious [fik'tiʃәs]
fiddle ['fidl]
fidelity [fi'deliti]
fidget ['fidʒit]
field [fi:ld]
fielder ['fi:ldә(r)]
fieldwork ['fi:ldwә:k]
fierce [fiәs]
fiercely ['fiәsli]
fiery ['faiәri]
fiesta [fi'estә]
fifteen ['fif'ti:n]
fifteenth ['fif'ti:nθ]
fifth [fifθ]
fifty ['fifti]
fifty-five [f:ftifaiv]
fig [fig]
fight [fait]
fighter ['faitә]
fighting ['faitiŋ]
figurative ['figjurәtiv]
figure ['figә]
figurine ['figjuri:n]
filament ['filәmәnt]
file [fail]
filet "[fi'lei, 'fi:lei]"
filibuster ['filibʌstә]
filing ['failiŋ]
Filipino [.fili'pi:nәu]
fill [fil]
filler ['filә]
fillet ['filit]
filling ['filiŋ]
film [film]
filming ['filmiŋ]
filmmaker ['film,meikә(r)]
filter ['filtә]
filtering ['filtәriŋ]
filth [filθ]
filthy ['filθi]
filtration [fil'treiʃәn]
fin [fin]
final ['fainl]
finale [fi'nɑ:li]
finalist ['fainәlist]
finality [fai'næliti]
finalize ['fainәlaiz]
finally ['fainәli]
finance [fai'næns]
financial [fai'nænʃәl]
financier [fai'nænsiә]
financing [fai'nænsiŋ]
find [faind]
finder ['faindә]
finding ['faindiŋ]
fine [fain]
finely ['fainli]
fines [fainz]
finesse [fi'nes]
finger ['fiŋgә]
fingernail ['fiŋgәneil]
fingerprint ['fiŋgәprint]
fingertip ['fiŋgәtip]
finish ['finiʃ]
finished ['finiʃt]
finisher ['finiʃә]
finishing ['finiʃiŋ]
finite ['fainait]
Finn [fin]
Finnish ['finiʃ]
fir [fә:]
fire ['faiә]
firearm ['faiә'ɑ:m]
fireball ['faiәbɒ:l]
firecracker ['faiәkrækә]
firefight ['faiәfait]
firefighter [ˈfaɪəfaɪtə(r)]
firefly ['faiәflai]
fireman ['faiәmәn]
fireplace ['faiәpleis]
firepower ['faiәpauә]
firestorm ['faiәstɔ:m]
firewood ['faiәwud]
fireworks ['faiәwә:ks]
firing ['faiәriŋ]
firm [fә:m]
firmly ['fә:mli]
first [fә:st]
first-ever "[fə:st ˈevə]"
first-generation ['f\\\\:st,dʒenә'reiʃәn]
first-time ['fə:sttaim]
firsthand ['fә:st'hænd]
fiscal ['fiskәl]
fish [fiʃ]
fisher ['fiʃә]
fisherman ['fiʃәmәn]
fishery ['fiʃәri]
fishing ['fiʃiŋ]
fishy ['fiʃi]
fissure ['fiʃә]
fist [fist]
fistful ['fistfjl]
fit [fit]
fitness ['fitnis]
fitting ['fitiŋ]
five [faiv]
fix [fiks]
fixate ['fikseit]
fixation [fik'seiʃәn]
fixed [fikst]
fixing ['fiksiŋ]
fixture ['fikstʃә]
fizzle ['fizl]
flag [flæg]
flagrant ['fleigrәnt]
flagship ['flægʃip]
flail [fleil]
flair [fleә]
flak [flæk]
flake [fleik]
flaky ['fleiki]
flamboyant [flæm'bɒiәnt]
flame [fleim]
flaming ['fleimiŋ]
flammable ['flæmәbl]
flank [flæŋk]
flannel ['flænl]
flap [flæp]
flare ['flєә]
flash [flæʃ]
flashback ['flæʃbæk]
flashing ['flæʃiŋ]
flashlight ['flæʃlait]
flashy ['flæʃi]
flask [flæsk]
flat [flæt]
flatly ['flætli]
flatten ['flætn]
flattened ['flætnd]
flatter ['flætә]
flattering ['flætәriŋ]
flattery ['flætәri]
flaunt [flaunt]
flavor ['fleivә]
flavorful ['fleivәfjl]
flaw [flɒ:]
flawless ['flɒ:lis]
flea [fli:]
fleck [flek]
fledgling ['fledʒliŋ]
flee [fli:]
fleece [fli:s]
fleeing [fli:ɪŋ]
fleet [fli:t]
flesh ['fleʃ]
fleshy ['fleʃi]
flex ['fleks]
flexibility [.fleksi'biliti]
flexible ['fleksәbl]
flexion ['flekʃәn]
flick [flik]
flicker ['flikә]
flickering ['flikәriŋ]
flier ['flaiә]
flight [flait]
flimsy ['flimzi]
flinch [flintʃ]
fling [fliŋ]
flint [flint]
flip [flip]
flip-flop ['flipflɔp]
flipper ['flipә]
flipping ['flipiŋ]
flirt [flә:t]
flirtation [flә:'teiʃәn]
flit [flit]
float [flәut]
floating ['flәutiŋ]
flock [flɒk]
flood [flʌd]
flooding ['flʌdiŋ]
floodplain ['flʌdplein]
floor [flɒ:]
floorboard ['flɔ:bɔ:d]
flooring ['flɒ:riŋ]
flop [flɒp]
floppy ['flɒpi]
flora ['flɒ:rә]
floral ['flɒ:rәl]
Florentine ['flɒ:rәnti:n]
florist ['flɒrist]
flounder ['flaundә]
flour ['flauә]
flourish ['flʌriʃ]
flourishing ['flʌriʃiŋ]
flow [flәu]
flower ['flauә]
flowered ['flauәd]
flowering ['flauәriŋ]
flowery ['flauәri]
flowing [flәuiŋ]
flu [flu:]
fluctuate ['flʌktʃueit]
fluctuation [.flʌktʃu'eiʃәn]
fluency ['flu:әnsi]
fluent ['flu:әnt]
fluff [flʌf]
fluffy ['flʌfi]
fluid ['flu:id]
fluidity [flu:'iditi]
fluke [flu:k]
flunk [flʌŋk]
fluorescent [.fluә'resәnt]
flurry ['flә:ri]
flush [flʌʃ]
flute [flu:t]
flutter ['flʌtә]
fluttering [ˈflʌtərɪŋ]
flux [flʌks]
fly [flai]
flyer ['flaiә]
flying ['flaiiŋ]
foam [fәum]
focal ['fәukl]
focus ['fәukәs]
focused ['fәukәst]
fodder ['fɒdә]
foe [fou]
fog [fɒg]
foggy ['fɒgi]
foil [fɒil]
fold [fәuld]
folder ['fәuldә]
folding ['fәuldiŋ]
foliage ['fәuliidʒ]
folk [fәuk]
folklore ['fәuklɒ:]
follow ['fɒlәu]
follower ['fɒlәuә]
following ['fɒlәuiŋ]
folly ['fɒli]
fond [fɒnd]
fondle ['fɒndl]
fondly ['fɒndli]
fondness ['fɔndnis]
font [fɒnt]
food [fu:d]
foodstuff ['fu:dstæf]
fool [fu:l]
foolish ['fu:liʃ]
foolishly ['fu:liʃli]
foolproof ['fu:lpru:f]
foot [fut]
footage ['futidʒ]
football ['futbɒ:l]
foothill ['futhil]
foothold ['futhәuld]
footing ['futiŋ]
footnote ['futnәut]
footprint ['futprint]
footstep ['futstep]
footwear ['fjtweә(r)]
for [fɒ:]
for-profit ['fɔ:rpr'ɒfɪt]
forage ['fɒridʒ]
foray ['fɒrei]
forbid [fә'bid]
forbidden [fә'bidn]
forbidding [fә'bidiŋ]
force [fɒ:s]
forced [fɒ:st]
forceful ['fɒ:sful]
forcibly ['fɒ:sәbli]
fore [fɒ:]
forearm ['fɒ:rɑ:m]
forebear ['fɒ:bєә]
foreboding [fɒ:'bәudiŋ]
forecast ['fɒ:kɑ:st]
forecaster ['fɔ:kɑ:stә]
foreclose [fɒ:'klәus]
foreclosure [fɔ:'klәjʒә(r)]
forefather ['fɒ:fɑ:ðә]
forefinger ['fɒ:fiŋgә]
forefront ['fɒ:frʌnt]
forego [fɒ:'gәu]
foregoing ['fɒ:'gәuiŋ]
foreground ['fɒ:graund]
forehead ['fɒ:rid]
foreign ['fɒ:rin]
foreign-born ['fɔrәnbɔ:n]
foreigner ['fɒ:rinә]
foreman ['fɒ:mәn]
foremost ['fәumәust]
forensic [fә'rensik]
forerunner [fɒ:'rʌnә]
foresee [fɒ:'si:]
foreseeable ['fɒ:'si:әbl]
foreshadow [fɒ:'ʃædәu]
foresight ['fɒ:sait]
forest ['fɒrist]
forestall [fɒ:'stɒ:l]
forester ['fɔristә]
forestry ['fɒristri]
forever [fә'revә]
forfeit ['fɒ:fit]
forge [fɒ:dʒ]
forgery ['fɒ:dʒәri]
forget [fә'get]
forgive [fә'giv]
forgiveness [fә'givnis]
forgiving [fә'giviŋ]
forgo [fɒ:'gәu]
forgotten [fә'gɒtn]
fork [fɒ:k]
forlorn [fә'lɒ:n]
form [fɒ:m]
formal ['fɒ:mәl]
formality [fɒ:'mæliti]
formalize ['fɒ:mәlaiz]
formally ['fɒ:mәli]
format ['fɒ:mæt]
formation [fɒ:'meiʃәn]
formative ['fɒ:mәtiv]
former ['fɒ:mә]
formerly ['fɒ:mәli]
formidable ['fɒ:midәbl]
formula ['fɒ:mjulә]
formulate ['fɒ:mjuleit]
formulation [.fɒ:mju'leiʃәn]
forsake [fә'seik]
fort [fɒ:t]
forth [fɒ:θ]
forthcoming ['fɒ:θ'kʌmɑŋ]
forthright [fɒ:θ'rait]
fortification [.fɒ:tifi'keiʃәn]
fortified ['fɒ:tifaid]
fortify ['fɒ:tifai]
fortitude ['fɒ:titju:d]
fortress ['fɒ:tris]
fortunate ['fɒ:tʃәnit]
fortunately ['fɒitʃәnitli]
fortune ['fɒ:tʃәn]
forty ['fɒ:ti]
forty-eight ['fɔ:ti'eit]
forty-one ['fɔ:tɪˌwʌn]
forty-two ['fɔ:ti:t'u:]
forum ['fɒ:rәm]
forward ['fɒ:wәd]
forwards ['fɔ:wәdz]
fossil ['fɒsәl]
foster ['fɒstә]
foul [faul]
found [faund]
foundation [faun'deiʃәn]
founder ['faundә]
founding ['faundiŋ]
foundry ['faundri]
fountain ['fauntin]
four [fɒ:]
four-star ['fɔ:'stɑ:(r)]
foursome ['fɒ:sәm]
fourteen ['fɒ:'ti:n]
fourteenth ['fɒ:'ti:nθ]
fourth [fɒ:θ]
fowl [faul]
fox [fɒks]
foyer ['fɔiei]
fraction ['frækʃәn]
fracture ['fræktʃә]
fragile ['frædʒail]
fragility [frә'dʒiliti]
fragment ['frægmәnt]
fragmentary ['fræ^mәntәri]
fragmentation [.frægmәn'teiʃәn]
fragmented ['fræɡmentid]
fragrance ['freigrәns]
fragrant ['freigrәnt]
frail [freil]
frailty ['freilti]
frame [freim]
framer ['freimә]
framework ['freimwә:k]
framing ['freimiŋ]
franchise ['fræntʃaiz]
franchisee [.fræntʃai'zi:]
Franciscan [fræn'siskәn]
frank [fræŋk]
frankly ['fræŋkli]
frantic ['fræntik]
frantically ['fræntikli]
frat [fræt]
fraternal [frә'tә:nl]
fraternity [frә'tә:niti]
fraud [frɒ:d]
fraudulent ['frɒ:djulәnt]
fraught [frɒ:t]
fray [frei]
frayed [freɪd]
freak [fri:k]
freckle ['frekl]
free [fri:]
freedom ['fri:dәm]
freely ['fri:li]
freestyle ['fri:stail]
freeway ['fri:wei]
freeze [fri:z]
freezer [fri:zә]
freezing ['fri:ziŋ]
freight ['freit]
freighter ['freitә]
French [frentʃ]
Frenchman ['frentʃmәn]
frenetic [fri'netik]
frenzied ['frenzid]
frenzy ['frenzi]
frequency ['fri:kwәnsi]
frequent ['fri:kwәnt]
frequently ['fri:kwәntli]
fresco ['freskәu]
fresh [freʃ]
freshen ['freʃn]
freshly ['freʃli]
freshness ['freʃnis]
freshwater ['freʃwɔ:tә(r)]
fret [fret]
Freudian ['frɒidiәn]
friction ['frikʃәn]
fridge [fridʒ]
fried [fraid]
friend [frend]
friendliness ['frendlinis]
friendly ['frendli]
friendship ['frendʃip]
fright [frait]
frighten ['fraitn]
frightened ['frait(ә)nd]
frightening ['fraitәniŋ]
frigid ['frigid]
frill [fril]
fringe [frindʒ]
frivolous ['frivәlәs]
frock [frɒk]
frog [frɒg]
from [frɒm]
frond ['frɒnd]
front [frʌnt]
frontal ['frʌntәl]
frontier ['frʌntjә]
frontline ['frʌntlɑɪn]
frost [frɒst]
frosted ['frɔstid]
frosting ['frɒstiŋ]
frosty ['frɒsti]
frothy ['frɒθi]
frown [fraun]
frozen ['frәuzn]
frugal ['fru:gәl]
fruit [fru:t]
fruitful ['fru:tful]
fruition [fru:'iʃәn]
fruitless ['fru:tlis]
fruity ['fru:ti]
frustrate ['frʌstreit]
frustrated [frʌ'streitid]
frustrating [frʌ'streitiŋ]
frustration [frʌs'treiʃәn]
fry [frai]
frying ['fraɪɪŋ]
fuck [fʌk]
fucker ['fʌkә]
fucking ['fʌkiŋ]
fudge [fʌdʒ]
fuel ['fjuәl]
fugitive ['fju:dʒitiv]
fulfil [ful'fil]
fulfill [ful'fil]
fulfillment [ful'filmәnt]
full [ful]
full-fledged ['fjl'fledʒd]
full-service ['fʊls'ɜ:vɪs]
full-size ['fjl'saiz]
fullback ['fulbæk]
fullness ['fulnis]
fully ['fuli]
fumble ['fʌmbl]
fume [fju:m]
fun [fʌn]
function ['fʌŋkʃәn]
functional ['fʌŋkʃәnәl]
functionality [,fʌŋkәʃә'næliti]
functioning ['fʌŋkʃәniŋ]
fund [fʌnd]
fund-raiser [ˈfʌndˌreɪzə]
fundamental [.fʌndә'mentәl]
fundamentalism [.fʌndә'mentәlizm]
fundamentalist [.fʌndә'mentәlist]
fundamentally [fʌndә'mentәli]
funding ['fʌndiŋ]
funeral ['fju:nәrәl]
fungal ['fʌŋ^әl]
fungus ['fʌŋgәs]
funk [fʌŋk]
funky ['fʌŋki]
funnel ['fʌnl]
funny ['fʌni]
fur [fә:]
furious ['fjuәriәs]
furnace ['fә:nis]
furnish ['fә:niʃ]
furnishings ['fә:niʃiŋz]
furniture ['fәnitʃә]
furor ['fjuәrɒ:]
furrow ['fʌrәu]
furry ['fә:ri]
further ['fә:ðә]
furthermore ['fә:ðә'mɒ:]
furtive ['fә:tiv]
fury ['fjuri]
fuse [fju:z]
fuselage ['fju:zilɑ:dʒ]
fusion ['fju:ʒәn]
fuss [fʌs]
fussy ['fʌsi]
futile ['fju:tail]
futility [fju:'tiliti]
future ['fju:tʃә]
futurist ['fju:tʃәrist]
futuristic [.fju:tʃә'ristik]
fuzz [fʌz]
fuzzy ['fʌzi]
gadget ['gædʒit]
gag [gæg]
gain [gein]
gait [geit]
gal [^æl]
gala ['geilә]
galactic [gә'læktik]
